	TF	TG
178969	FOXD1	MAD1L1
178971	PDX1	MAD1L1
178972	GABPA	MRM2
178973	ELK4	MRM2
178974	ELK1	MRM2
178975	FOXD1	MRM2
178976	GABPA	NUDT1
178977	ELK4	NUDT1
178978	ELK1	NUDT1
178979	FOXD1	NUDT1
178996	PAX6	SNX8
178997	USF1	SNX8
178998	POU3F2	SNX8
178999	GCM1	SNX8
179000	AIRE	SNX8
179001	TCF4	EIF3B
179003	USF1	EIF3B
179004	EGR1	EIF3B
179005	CDX1	EIF3B
179006	FOXI1	CHST12
179008	FOXD3	CHST12
179010	FOXJ2	CHST12
179011	ESRRA	CHST12
179012	NR5A1	CHST12
179013	RUNX1	CHST12
179016	NR3C1	CHST12
179018	TFAP2A	GRIFIN
179019	ELK1	GRIFIN
179020	FOXC1	GRIFIN
179021	GATA2	GRIFIN
179022	GABPA	GRIFIN
179023	PAX6	GRIFIN
179024	SP1	GRIFIN
179025	SPI1	GRIFIN
179026	SPIB	GRIFIN
179027	TEAD1	GRIFIN
179028	USF1	GRIFIN
179029	YY1	GRIFIN
179030	ETS1	GRIFIN
179031	REL	GRIFIN
179032	NFKB1	GRIFIN
179033	HNF4A	GRIFIN
179034	ZNF354C	GRIFIN
179036	TCF3	GRIFIN
179037	TFAP4	GRIFIN
179045	TCF4	GRIFIN
179047	GATA3	GRIFIN
179048	PAX2	GRIFIN
179050	MYC	GRIFIN
179051	PAX5	GRIFIN
179052	HSF2	GRIFIN
179053	JUNB	GRIFIN
179058	MYOD1	GRIFIN
179066	EGR3	GRIFIN
179067	TP53	GRIFIN
179069	RFX1	GRIFIN
179070	NFE2L1	GRIFIN
179072	PAX8	GRIFIN
179073	FOXN1	GRIFIN
179075	E2F1	GRIFIN
179077	VDR	GRIFIN
179078	ZIC2	GRIFIN
179079	STAT5A	GRIFIN
179081	KLF12	GRIFIN
179082	AR	GRIFIN
179083	TLX2	GRIFIN
179084	PATZ1	GRIFIN
179085	STAT1	GRIFIN
179086	STAT3	GRIFIN
179087	STAT6	GRIFIN
179088	ESRRA	GRIFIN
179089	ATF4	GRIFIN
179090	DBP	GRIFIN
179092	GCM1	GRIFIN
179094	MAZ	GRIFIN
179095	ETV4	GRIFIN
179097	SP3	GRIFIN
179098	TCF7L2	GRIFIN
179100	TEAD2	GRIFIN
179101	TCF12	GRIFIN
179102	SMAD3	GRIFIN
179104	GTF2I	GRIFIN
179107	USF2	GRIFIN
179108	NR5A1	GRIFIN
179109	RUNX2	GRIFIN
179110	SMAD4	GRIFIN
179111	RUNX1	GRIFIN
179114	SMAD1	GRIFIN
179119	TFDP1	GRIFIN
179121	LEF1	GRIFIN
179122	NFIB	GRIFIN
179123	EGR1	GRIFIN
179124	NR3C1	GRIFIN
179132	NFATC2	GRIFIN
179142	AHR	GRIFIN
179144	BACH1	GRIFIN
179146	HES1	GRIFIN
179147	PBX1	GRIFIN
179148	TBX5	GRIFIN
179150	MITF	GRIFIN
179156	GFI1	GRIFIN
179157	HIC1	GRIFIN
179159	ZBTB7A	GRIFIN
179160	ZNF350	GRIFIN
179161	WT1	GRIFIN
179162	SOX10	GRIFIN
179165	TFAP2A	LFNG
179166	GATA2	LFNG
179167	MAX	LFNG
179168	GABPA	LFNG
179169	SP1	LFNG
179170	SPI1	LFNG
179171	TEAD1	LFNG
179172	USF1	LFNG
179173	YY1	LFNG
179174	ETS1	LFNG
179175	REL	LFNG
179176	NFKB1	LFNG
179177	HNF4A	LFNG
179178	ZNF354C	LFNG
179180	TCF3	LFNG
179181	ELK1	LFNG
179184	NFE2	LFNG
179189	TCF4	LFNG
179191	GATA3	LFNG
179192	PAX2	LFNG
179194	PAX5	LFNG
179195	HSF2	LFNG
179196	JUNB	LFNG
179199	TFAP4	LFNG
179201	MYOD1	LFNG
179210	EGR3	LFNG
179211	TP53	LFNG
179213	RFX1	LFNG
179214	NFE2L1	LFNG
179215	MYC	LFNG
179216	PAX8	LFNG
179217	FOXN1	LFNG
179219	E2F1	LFNG
179221	VDR	LFNG
179222	ZIC2	LFNG
179223	STAT5A	LFNG
179225	KLF12	LFNG
179226	AR	LFNG
179227	TLX2	LFNG
179228	PATZ1	LFNG
179229	STAT1	LFNG
179230	STAT3	LFNG
179231	STAT6	LFNG
179232	ATF4	LFNG
179233	DBP	LFNG
179235	GCM1	LFNG
179236	MAZ	LFNG
179237	ETV4	LFNG
179239	SP3	LFNG
179240	TCF7L2	LFNG
179242	TEAD2	LFNG
179243	TCF12	LFNG
179245	GTF2I	LFNG
179248	USF2	LFNG
179249	NR5A1	LFNG
179250	RUNX2	LFNG
179251	SMAD4	LFNG
179252	RUNX1	LFNG
179255	SMAD1	LFNG
179260	TFDP1	LFNG
179262	LEF1	LFNG
179263	NFIB	LFNG
179264	EGR1	LFNG
179265	NFE2L2	LFNG
179266	NR3C1	LFNG
179283	AHR	LFNG
179285	BACH1	LFNG
179287	HES1	LFNG
179288	PBX1	LFNG
179289	TBX5	LFNG
179291	MITF	LFNG
179297	GLI1	LFNG
179298	HIC1	LFNG
179300	ZBTB7A	LFNG
179301	ZNF350	LFNG
179302	WT1	LFNG
179303	SOX10	LFNG
179306	SP3	BRAT1
179308	SP3	IQCE
179310	MAX	TTYH3
179311	USF1	TTYH3
179312	CREB1	TTYH3
179315	SOX9	TTYH3
179316	GTF2I	TTYH3
179317	MYC	TTYH3
179318	NFIB	TTYH3
179321	PDX1	TTYH3
179323	GLI1	TTYH3
179324	CREB1	GNA12
179325	BACH1	GNA12
179326	SRF	CARD11
179327	GATA1	CARD11
179328	PAX5	CARD11
179330	NR6A1	CARD11
179331	CREB1	SDK1
179332	RFX1	SDK1
179333	PAX6	FOXK1
179334	NFKB1	FOXK1
179335	ESR1	FOXK1
179337	STAT5A	FOXK1
179338	STAT5B	FOXK1
179339	MYC	FOXK1
179341	NR3C1	FOXK1
179342	AIRE	FOXK1
179343	FOXF2	AP5Z1
179345	FOXO4	AP5Z1
179346	ARNT	AP5Z1
179348	NR3C1	AP5Z1
179350	PAX6	AP5Z1
179351	MITF	AP5Z1
179352	STAT5A	RADIL
179353	TP53	MMD2
179354	TCF3	MMD2
179355	ELK4	RBAK
179356	TFAP4	RBAK
179357	ZBTB6	RBAK
179358	NRF1	RBAK
179359	PITX2	WIPI2
179361	REST	WIPI2
179363	TCF4	SLC29A4
179364	TFAP2A	TNRC18
179365	E2F1	TNRC18
179366	NHLH1	TNRC18
179367	IRF1	TNRC18
179368	IRF2	TNRC18
179369	RREB1	TNRC18
179370	NFKB1	TNRC18
179371	STAT1	TNRC18
179373	TP53	TNRC18
179376	CUX1	TNRC18
179379	TBP	TNRC18
179380	RFX1	TNRC18
179381	FOXD1	TNRC18
179385	ZIC2	TNRC18
179386	FOXO4	TNRC18
179387	FOXO1	TNRC18
179388	PAX2	TNRC18
179389	PATZ1	TNRC18
179390	GATA4	TNRC18
179391	MAZ	TNRC18
179392	MTF1	TNRC18
179393	TEAD2	TNRC18
179394	TEAD1	TNRC18
179395	GTF2I	TNRC18
179396	PAX8	TNRC18
179397	SMAD4	TNRC18
179398	FOXM1	TNRC18
179399	TFDP1	TNRC18
179400	NFIB	TNRC18
179408	VDR	TNRC18
179410	AIRE	TNRC18
179411	HES1	TNRC18
179413	GFI1	TNRC18
179414	HIC1	TNRC18
179416	ZBTB7A	TNRC18
179417	WT1	TNRC18
179418	ZNF219	TNRC18
179419	TEAD1	FBXL18
179420	PITX2	FBXL18
179422	TFAP2A	ACTB
179423	NR2F1	ACTB
179425	NFYA	ACTB
179426	PPARG	ACTB
179427	SP1	ACTB
179429	TBP	ACTB
179430	NR3C1	ACTB
179434	TP53	ACTB
179435	YY1	ACTB
179436	PAX2	ACTB
179437	CREB1	ACTB
179442	AHR	ACTB
179444	RREB1	ACTB
179446	MYC	ACTB
179447	PAX1	ACTB
179448	PAX8	ACTB
179449	TGIF1	ACTB
179450	E2F1	ACTB
179451	ZIC2	ACTB
179452	NR6A1	ACTB
179454	ETV4	ACTB
179455	SPI1	ACTB
179456	SP3	ACTB
179459	NR5A1	ACTB
179460	RUNX2	ACTB
179462	RUNX1	ACTB
179464	SMAD1	ACTB
179465	TFDP1	ACTB
179466	EGR1	ACTB
179471	VDR	ACTB
179475	PDX1	ACTB
179476	TBX5	ACTB
179477	HNF4A	ACTB
179479	GLI1	ACTB
179480	HIC1	ACTB
179482	ZBTB7A	ACTB
179483	HOXA7	ACTB
179486	CREB1	FSCN1
179491	PATZ1	FSCN1
179492	ATF3	FSCN1
179493	ATF1	FSCN1
179496	E2F1	FSCN1
179497	PAX6	FSCN1
179498	NHLH1	RNF216
179500	TFDP1	RNF216
179501	EGR1	RNF216
179502	NFYA	PMS2
179503	CREB1	PMS2
179504	IRF1	PMS2
179505	YY1	PMS2
179506	ATF1	PMS2
179507	NFYA	AIMP2
179508	CREB1	AIMP2
179509	IRF1	AIMP2
179510	YY1	AIMP2
179511	ATF1	AIMP2
179512	MEF2A	EIF2AK1
179513	POU2F1	EIF2AK1
179514	FOXF2	EIF2AK1
179515	FOXD1	EIF2AK1
179516	FOXO4	EIF2AK1
179517	FOXO3	EIF2AK1
179518	PITX2	EIF2AK1
179519	FOXF2	USP42
179520	IRF1	USP42
179521	NFYA	USP42
179522	STAT1	USP42
179523	CREB1	USP42
179524	STAT2	USP42
179525	FOXO1	USP42
179526	PITX2	USP42
179527	IRF8	USP42
179531	USF1	CYTH3
179532	ARNT	CYTH3
179535	PITX2	RAC1
179536	YY1	RAC1
179538	ELK1	ZDHHC4
179539	FOXC1	ZDHHC4
179540	SOX10	C7orf26
179541	FOXI1	ZNF12
179542	ELK4	ZNF12
179543	TEAD1	ZNF12
179544	TP53	ZNF12
179545	HINFP	ZNF12
179546	TFAP4	ZNF12
179547	ELK1	ZNF12
179550	FOXD3	ZNF12
179551	POU3F2	ZNF12
179552	PAX3	ZNF12
179553	FOXJ2	ZNF12
179555	FOXL1	C1GALT1
179556	SRY	C1GALT1
179557	SOX5	C1GALT1
179559	POU2F1	C1GALT1
179561	PAX1	C1GALT1
179562	PAX3	C1GALT1
179564	TBP	C1GALT1
179565	ATF3	C1GALT1
179566	ALX4	C1GALT1
179567	CREB1	C1GALT1
179568	CDX1	C1GALT1
179569	TCF4	COL28A1
179570	POU2F1	COL28A1
179571	SRF	COL28A1
179572	FOXL1	GLCCI1
179573	MEF2A	GLCCI1
179574	SRY	GLCCI1
179575	SOX5	GLCCI1
179576	PDX1	GLCCI1
179577	LHX3	GLCCI1
179579	PAX6	GLCCI1
179580	POU2F1	GLCCI1
179581	POU3F2	GLCCI1
179588	TBP	GLCCI1
179589	FOXO4	GLCCI1
179590	FOXO1	GLCCI1
179592	CDC5L	GLCCI1
179593	IRF1	GLCCI1
179595	POU2AF1	GLCCI1
179599	CDX1	GLCCI1
179600	AIRE	GLCCI1
179601	TBX5	GLCCI1
179603	OTX1	GLCCI1
179604	FOXO3	GLCCI1
179606	AIRE	ICA1
179609	REST	NXPH1
179610	MEF2A	NXPH1
179612	STAT3	NXPH1
179617	POU2AF1	NXPH1
179619	TEAD1	NDUFA4
179620	CUX1	NDUFA4
179621	SRY	NDUFA4
179622	AHR	NDUFA4
179623	RFX1	NDUFA4
179624	FOXP3	NDUFA4
179625	MEF2A	PHF14
179628	FOXC1	THSD7A
179629	IRF1	TMEM106B
179630	IRF2	TMEM106B
179631	CUX1	TMEM106B
179632	GATA1	TMEM106B
179634	MEF2A	TMEM106B
179636	FOXO1	TMEM106B
179637	AHR	TMEM106B
179638	TBX5	TMEM106B
179639	STAT5A	SCIN
179640	MAX	ARL4A
179641	ELK1	ARL4A
179642	GATA1	ARL4A
179643	FOXO1	ARL4A
179644	ATF6	ARL4A
179645	MYC	ARL4A
179647	PDX1	ARL4A
179648	ZBTB16	ARL4A
179667	FOXL1	ETV1
179669	SOX5	ETV1
179670	NKX3-1	ETV1
179671	LHX3	ETV1
179672	CUX1	ETV1
179674	FOXD3	ETV1
179676	SRY	ETV1
179677	TBP	ETV1
179682	NFATC2	ETV1
179685	FOXJ2	ETV1
179688	STAT5A	ETV1
179689	STAT5B	ETV1
179691	IRF1	ETV1
179692	POU2AF1	ETV1
179696	FOXO3	ETV1
179697	IRF1	DGKB
179698	MEF2A	MEOX2
179701	POU3F2	MEOX2
179704	MEF2A	ANKMY2
179705	CEBPA	ANKMY2
179707	NFE2	ANKMY2
179708	POU2F1	ANKMY2
179711	POU3F2	ANKMY2
179712	OTX1	ANKMY2
179713	MEF2A	BZW2
179714	CEBPA	BZW2
179716	NFE2	BZW2
179717	POU2F1	BZW2
179720	POU3F2	BZW2
179721	OTX1	BZW2
179722	NFYA	TSPAN13
179728	POU2AF1	TSPAN13
179730	POU3F2	AGR2
179731	MEF2A	AGR3
179732	NFIL3	AHR
179733	FOXL1	AHR
179734	SRY	AHR
179735	NKX3-1	AHR
179736	LHX3	AHR
179737	MEF2A	AHR
179739	POU2F1	AHR
179740	NFKB1	AHR
179741	HLF	AHR
179744	FOXJ2	AHR
179745	TBP	AHR
179747	OTX1	AHR
179749	NKX3-1	SNX13
179750	MEF2A	SNX13
179751	ZBTB6	SNX13
179757	NFE2L2	SNX13
179758	SRF	SNX13
179760	MEF2A	HDAC9
179763	TCF4	HDAC9
179764	POU2F1	HDAC9
179771	POU2AF1	HDAC9
179796	FOXF2	TWIST1
179797	MYC	TWIST1
179798	RFX1	TWIST1
179800	FOXO1	TWIST1
179801	IRF1	FERD3L
179802	GATA1	FERD3L
179803	MEF2A	FERD3L
179804	FOXO1	FERD3L
179805	FOXO4	FERD3L
179806	FOXO3	FERD3L
179807	E2F1	TWISTNB
179808	CUX1	TWISTNB
179809	HLF	TWISTNB
179810	FOXJ2	TWISTNB
179811	POU3F2	TWISTNB
179812	PPARG	MACC1
179813	CUX1	MACC1
179814	ZBTB16	MACC1
179815	NHLH1	ITGB8
179820	SOX10	ITGB8
179821	PAX6	SP8
179824	MEF2A	SP8
179825	TCF3	SP8
179830	LEF1	SP8
179831	HOXA7	SP8
179832	PBX1	SP4
179833	HINFP	SP4
179836	AHR	SP4
179837	MEF2A	SP4
179838	VDR	SP4
179839	ZNF513	SP4
179842	PAX6	SP4
179843	TCF3	CDCA7L
179844	FOXF2	CDCA7L
179845	FOXC1	CDCA7L
179846	FOXO1	CDCA7L
179855	BACH1	RAPGEF5
179856	CEBPA	IL6
179858	SOX10	IL6
179859	LHX3	TOMM7
179860	SRF	TOMM7
179861	IRF7	TOMM7
179864	IRF1	TOMM7
179866	TBP	FAM126A
179868	CUX1	KLHL7
179870	PAX1	KLHL7
179871	AR	KLHL7
179872	AIRE	KLHL7
179873	SOX10	KLHL7
179874	ZBTB16	NUPL2
179875	EGR1	MALSU1
179876	EGR3	MALSU1
179877	EGR2	MALSU1
179878	LEF1	MALSU1
179879	FOXF2	IGF2BP3
179880	MEF2A	IGF2BP3
179882	SRY	IGF2BP3
179883	TBP	IGF2BP3
179885	FOXL1	IGF2BP3
179887	FOXO1	IGF2BP3
179888	CDX1	IGF2BP3
179889	FOXO3	IGF2BP3
179890	NR2F1	TRA2A
179891	CREB1	TRA2A
179892	FOXI1	TRA2A
179895	EGR1	TRA2A
179896	FOXJ2	TRA2A
179897	VSX2	TRA2A
179898	RFX1	TRA2A
179899	ATF1	TRA2A
179900	HNF4A	TRA2A
179901	FOXD3	TRA2A
179903	NHLH1	CCDC126
179904	SRF	CCDC126
179905	ARNT	CCDC126
179906	TGIF1	CCDC126
179907	FOXO3	CCDC126
179908	NFIL3	FAM221A
179909	STAT5A	FAM221A
179910	STAT5B	FAM221A
179911	ARNT	STK31
179913	PAX6	NPY
179914	LHX3	MPP6
179915	POU2F1	MPP6
179916	MYC	MPP6
179917	TBP	MPP6
179919	MTF1	MPP6
179920	TFDP1	MPP6
179922	FOXP3	MPP6
179923	RREB1	DFNA5
179925	NR3C1	OSBPL3
179926	POU2F1	OSBPL3
179928	NFATC2	OSBPL3
179930	POU2AF1	OSBPL3
179933	E2F1	CYCS
179935	TP53	CYCS
179936	CREB1	CYCS
179938	AHR	CYCS
179940	AR	CYCS
179941	ESRRA	CYCS
179946	AIRE	CYCS
179947	STAT1	C7orf31
179948	MEF2A	C7orf31
179949	GATA1	C7orf31
179950	STAT2	C7orf31
179952	IRF8	C7orf31
179954	SOX9	NFE2L3
179955	MEF2A	NFE2L3
179957	POU3F2	NFE2L3
179958	AIRE	NFE2L3
179959	E2F1	HNRNPA2B1
179960	NFIL3	HNRNPA2B1
179961	FOXL1	HNRNPA2B1
179962	SRY	HNRNPA2B1
179963	SOX5	HNRNPA2B1
179964	NKX3-1	HNRNPA2B1
179966	POU3F1	HNRNPA2B1
179967	POU2F1	HNRNPA2B1
179968	POU3F2	HNRNPA2B1
179971	CREB1	HNRNPA2B1
179972	EGR3	HNRNPA2B1
179973	EGR2	HNRNPA2B1
179974	HLF	HNRNPA2B1
179975	NFATC2	HNRNPA2B1
179978	FOXJ2	HNRNPA2B1
179980	PDX1	HNRNPA2B1
179981	TBP	HNRNPA2B1
179982	CDC5L	HNRNPA2B1
179983	STAT6	HNRNPA2B1
179986	HOXA4	HNRNPA2B1
179989	FOXD3	HNRNPA2B1
179990	TFDP1	HNRNPA2B1
179997	FOXM1	HNRNPA2B1
179998	YY1	HNRNPA2B1
179999	OTX1	HNRNPA2B1
180000	FOXO3	HNRNPA2B1
180001	E2F1	CBX3
180002	NFIL3	CBX3
180003	FOXL1	CBX3
180004	SRY	CBX3
180005	SOX5	CBX3
180006	NKX3-1	CBX3
180008	POU3F1	CBX3
180009	POU2F1	CBX3
180010	POU3F2	CBX3
180013	CREB1	CBX3
180014	EGR3	CBX3
180015	EGR2	CBX3
180016	HLF	CBX3
180018	FOXJ2	CBX3
180020	PDX1	CBX3
180021	TBP	CBX3
180022	CDC5L	CBX3
180023	STAT6	CBX3
180026	HOXA4	CBX3
180029	FOXD3	CBX3
180030	TFDP1	CBX3
180037	YY1	CBX3
180038	OTX1	CBX3
180039	FOXO3	CBX3
180078	PAX6	SNX10
180079	NFKB1	SNX10
180080	NR3C1	SNX10
180081	HINFP	SNX10
180082	MEF2A	SNX10
180084	JUNB	SNX10
180086	FOXI1	SNX10
180087	FOXL1	SNX10
180089	FOXD3	SKAP2
180090	SRY	SKAP2
180091	JUNB	SKAP2
180092	CREB1	SKAP2
180093	FOXJ2	SKAP2
180094	FOXM1	SKAP2
180096	ZBTB16	SKAP2
180097	FOXD1	HOXA1
180098	IRF2	HOXA1
180099	PBX1	HOXA1
180100	HINFP	HOXA1
180101	CUX1	HOXA1
180103	HSF2	HOXA1
180104	POU2F1	HOXA1
180106	NFATC2	HOXA1
180108	MEF2A	HOXA1
180109	STAT5A	HOXA1
180110	STAT5B	HOXA1
180113	FOXO4	HOXA1
180114	FOXO3	HOXA1
180117	IRF1	HOXA1
180121	IRF2	HOXA2
180123	HINFP	HOXA2
180125	HSF2	HOXA2
180126	ARNT	HOXA2
180128	FOXD1	HOXA2
180129	POU2F1	HOXA2
180130	MEF2A	HOXA2
180131	STAT5A	HOXA2
180136	FOXO3	HOXA2
180138	NFATC2	HOXA2
180139	IRF1	HOXA2
180143	ARNT	HOXA3
180144	ZBTB16	HOXA3
180150	SRY	HOXA3
180151	IRF1	HOXA3
180152	PAX5	HOXA3
180153	POU2F1	HOXA3
180154	PAX1	HOXA3
180155	FOXJ2	HOXA3
180156	FOXO1	HOXA3
180159	CEBPA	HOXA4
180160	IRF1	HOXA4
180161	PAX5	HOXA4
180162	POU2F1	HOXA4
180163	PAX1	HOXA4
180164	FOXJ2	HOXA4
180165	FOXO1	HOXA4
180167	ZBTB16	HOXA4
180168	NFKB1	HOXA5
180169	TFAP4	HOXA5
180171	IRF1	HOXA5
180172	GATA1	HOXA5
180173	SRY	HOXA5
180177	EGR2	HOXA5
180178	PAX1	HOXA5
180179	FOXJ2	HOXA5
180180	BPTF	HOXA5
180181	FOXO4	HOXA5
180182	AR	HOXA5
180183	PAX2	HOXA5
180184	STAT4	HOXA5
180185	FOXM1	HOXA5
180186	SRF	HOXA5
180188	NR3C1	HOXA5
180191	CDX1	HOXA5
180193	PDX1	HOXA5
180194	REST	HOXA5
180195	SOX10	HOXA5
180196	ETS1	HOXA6
180197	NFKB1	HOXA6
180198	TFAP4	HOXA6
180200	YY1	HOXA6
180201	MYC	HOXA6
180202	GATA1	HOXA6
180204	POU2F1	HOXA6
180207	TCF3	HOXA6
180208	EGR2	HOXA6
180209	E2F1	HOXA6
180210	AR	HOXA6
180211	TLX2	HOXA6
180212	PAX2	HOXA6
180213	STAT1	HOXA6
180214	STAT4	HOXA6
180215	STAT6	HOXA6
180216	ARNT	HOXA6
180217	HOXA4	HOXA6
180218	TCF12	HOXA6
180219	SRF	HOXA6
180221	NR3C1	HOXA6
180223	RFX1	HOXA6
180224	CDX1	HOXA6
180226	PDX1	HOXA6
180227	REST	HOXA6
180228	MITF	HOXA6
180230	HOXA7	HOXA6
180231	SOX10	HOXA6
180232	TFAP2A	HOXA7
180233	E2F1	HOXA7
180234	ELK1	HOXA7
180235	FOXD1	HOXA7
180236	FOXC1	HOXA7
180237	FOXL1	HOXA7
180238	GATA2	HOXA7
180239	GATA3	HOXA7
180240	SPI1	HOXA7
180241	YY1	HOXA7
180243	CEBPA	HOXA7
180244	NFKB1	HOXA7
180245	HINFP	HOXA7
180246	PDX1	HOXA7
180249	TFAP4	HOXA7
180255	ZBTB6	HOXA7
180256	PAX2	HOXA7
180260	POU3F1	HOXA7
180262	PAX5	HOXA7
180263	HSF2	HOXA7
180264	SRY	HOXA7
180269	USF1	HOXA7
180272	TBP	HOXA7
180274	EGR2	HOXA7
180275	TP53	HOXA7
180278	PAX8	HOXA7
180283	BPTF	HOXA7
180284	GATA6	HOXA7
180285	KLF12	HOXA7
180287	AR	HOXA7
180288	TLX2	HOXA7
180290	STAT1	HOXA7
180291	STAT5A	HOXA7
180292	STAT6	HOXA7
180294	STAT3	HOXA7
180295	STAT4	HOXA7
180298	ZNF513	HOXA7
180300	ALX4	HOXA7
180301	CRX	HOXA7
180302	GCM1	HOXA7
180303	HOXA4	HOXA7
180304	ETV4	HOXA7
180305	TCF7L2	HOXA7
180306	TEAD2	HOXA7
180307	TCF12	HOXA7
180308	SMAD3	HOXA7
180309	TEAD1	HOXA7
180312	AHR	HOXA7
180314	SMAD1	HOXA7
180316	TFDP1	HOXA7
180317	NFIB	HOXA7
180318	FOXD3	HOXA7
180321	NR3C1	HOXA7
180322	SRF	HOXA7
180327	VDR	HOXA7
180330	RFX1	HOXA7
180333	CDX1	HOXA7
180335	HES1	HOXA7
180337	PBX1	HOXA7
180338	REST	HOXA7
180339	MITF	HOXA7
180340	HNF4A	HOXA7
180344	ZBTB7A	HOXA7
180346	OTX1	HOXA7
180347	SOX10	HOXA7
180348	TFAP2A	HOXA9
180349	E2F1	HOXA9
180350	ELK1	HOXA9
180352	GATA2	HOXA9
180353	GATA3	HOXA9
180354	SPI1	HOXA9
180355	YY1	HOXA9
180356	ETS1	HOXA9
180358	TCF3	HOXA9
180363	ZBTB6	HOXA9
180364	PAX2	HOXA9
180365	CUX1	HOXA9
180366	GATA1	HOXA9
180367	POU3F1	HOXA9
180368	POU2F1	HOXA9
180369	PAX5	HOXA9
180370	POU3F2	HOXA9
180371	HSF2	HOXA9
180372	TFAP4	HOXA9
180374	USF1	HOXA9
180376	TBP	HOXA9
180378	AHR	HOXA9
180381	FOXF2	HOXA9
180382	PAX1	HOXA9
180383	PAX8	HOXA9
180387	GATA6	HOXA9
180388	KLF12	HOXA9
180391	TLX2	HOXA9
180393	STAT1	HOXA9
180394	STAT5A	HOXA9
180395	STAT6	HOXA9
180397	STAT3	HOXA9
180398	STAT4	HOXA9
180401	ZNF513	HOXA9
180403	ALX4	HOXA9
180404	RFX1	HOXA9
180405	GATA4	HOXA9
180406	GCM1	HOXA9
180408	TEAD2	HOXA9
180409	TCF12	HOXA9
180410	SMAD3	HOXA9
180411	TEAD1	HOXA9
180414	USF2	HOXA9
180415	NR5A1	HOXA9
180416	RUNX2	HOXA9
180417	FOXM1	HOXA9
180418	SMAD1	HOXA9
180420	TFDP1	HOXA9
180421	NFIB	HOXA9
180422	EGR1	HOXA9
180427	NFATC2	HOXA9
180436	CDX1	HOXA9
180437	HES1	HOXA9
180439	HNF4A	HOXA9
180441	PRDM1	HOXA9
180444	ZBTB7A	HOXA9
180445	HOXA7	HOXA9
180446	OTX1	HOXA9
180447	WT1	HOXA9
180448	SOX10	HOXA9
180454	CUX1	HOXA10
180456	GATA1	HOXA10
180457	POU3F1	HOXA10
180461	HSF2	HOXA10
180464	AHR	HOXA10
180467	TP53	HOXA10
180471	NFATC2	HOXA10
180472	PAX1	HOXA10
180474	E2F1	HOXA10
180476	GATA6	HOXA10
180479	STAT1	HOXA10
180481	STAT4	HOXA10
180483	ARNT	HOXA10
180484	ALX4	HOXA10
180485	GATA4	HOXA10
180486	HOXA4	HOXA10
180487	TCF7L2	HOXA10
180488	SMAD3	HOXA10
180490	NR5A1	HOXA10
180491	FOXM1	HOXA10
180492	TFDP1	HOXA10
180496	SMAD1	HOXA10
180498	CDX1	HOXA10
180499	HES1	HOXA10
180502	PRDM1	HOXA10
180503	GFI1	HOXA10
180504	ZNF350	HOXA10
180505	OTX1	HOXA10
180506	SOX10	HOXA10
180509	ELK1	HOXA10
180513	GABPA	HOXA10
180514	SPI1	HOXA10
180548	ATF6	HOXA10
180554	STAT3	HOXA10
180558	DBP	HOXA10
180562	ETV4	HOXA10
180565	TEAD1	HOXA10
180572	NR3C1	HOXA10
180573	AR	HOXA10
180576	PAX6	HOXA10
180588	ELK1	HOXA11
180589	GATA2	HOXA11
180590	GATA3	HOXA11
180592	GABPA	HOXA11
180593	SPI1	HOXA11
180594	SPIB	HOXA11
180595	ETS1	HOXA11
180596	TBP	HOXA11
180603	CREB1	HOXA11
180605	POU3F1	HOXA11
180606	POU2F1	HOXA11
180607	SRY	HOXA11
180609	TFAP4	HOXA11
180614	AHR	HOXA11
180620	NFATC2	HOXA11
180621	PAX1	HOXA11
180623	VDR	HOXA11
180624	ATF6	HOXA11
180625	TLX2	HOXA11
180626	PAX2	HOXA11
180627	STAT1	HOXA11
180628	STAT5A	HOXA11
180629	STAT6	HOXA11
180631	STAT3	HOXA11
180632	STAT4	HOXA11
180635	ATF3	HOXA11
180636	ALX4	HOXA11
180637	DBP	HOXA11
180639	GATA4	HOXA11
180641	ETV4	HOXA11
180642	TCF7L2	HOXA11
180643	SMAD3	HOXA11
180644	TEAD1	HOXA11
180647	FOXM1	HOXA11
180652	NR3C1	HOXA11
180653	AR	HOXA11
180655	PAX6	HOXA11
180659	GFI1	HOXA11
180661	ZNF350	HOXA11
180662	OTX1	HOXA11
180663	SOX10	HOXA11
180664	NR5A1	HOXA11
180665	TEAD1	HOXA13
180667	POU2F1	HOXA13
180669	PAX5	HOXA13
180670	CREB1	HOXA13
180673	STAT4	HOXA13
180674	ESRRA	HOXA13
180675	ATF3	HOXA13
180676	NR6A1	HOXA13
180677	MTF1	HOXA13
180678	NR5A1	HOXA13
180679	STAT1	HOXA13
180685	FOXJ2	HIBADH
180687	FOXL1	TAX1BP1
180688	SRY	TAX1BP1
180689	TBP	TAX1BP1
180690	TCF3	TAX1BP1
180691	FOXN1	TAX1BP1
180692	PDX1	TAX1BP1
180693	POU3F2	TAX1BP1
180694	SMAD4	TAX1BP1
180695	FOXM1	TAX1BP1
180697	TCF4	JAZF1
180698	CUX1	JAZF1
180699	AHR	JAZF1
180700	TGIF1	JAZF1
180701	ALX4	JAZF1
180702	EGR1	JAZF1
180703	SP1	JAZF1
180706	POU2F1	CREB5
180708	CREB1	CREB5
180711	PAX6	CREB5
180712	IRF1	CHN2
180714	SOX10	CHN2
